title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
Evangelion Shin Movie: Jo,Evangelion: 1.0 You Are (Not) Alone,MOVIE,1.0,100.0,ORIGINAL,SUMMER,Action;Drama;Mecha;Psychological;Sci-Fi,Post-Apocalyptic;Coming of Age;Military;Dystopian;Male Protagonist;Super Robot;Kaiju;Aliens;CGI;Kuudere,77.0,2007-09-01,JP
Kiddy Grade: Reimei-hen,Kiddy Grade: Truth Dawn,MOVIE,1.0,90.0,ORIGINAL,FALL,Action;Mecha;Sci-Fi,Super Power,65.0,2007-09-01,JP
Blame! Prologue,,OVA,2.0,4.0,MANGA,FALL,Action;Mecha;Sci-Fi,Post-Apocalyptic;Cyberpunk;No Dialogue;Seinen;Guns;Full CGI,46.0,2007-09-07,JP
Soukan Yuugi,Sexual Pursuit,OVA,2.0,30.0,VISUAL_NOVEL,FALL,Hentai,Heterosexual;Virginity;Board Game;Love Triangle;Nudity;Incest;MILF;Male Protagonist;Large Breasts;Defloration,61.0,2007-09-11,JP
Kodomo no Jikan OVA,,OVA,3.0,24.0,MANGA,FALL,Comedy;Ecchi,School;Primarily Child Cast;Primarily Female Cast;Female Protagonist,66.0,2007-09-11,JP
MOONLIGHT MILE 2nd Season -Touch down-,,TV,14.0,24.0,MANGA,FALL,Adventure;Drama;Sci-Fi,Space;Seinen;Politics;Military;Conspiracy,65.0,2007-09-13,JP
Clannad Movie,Clannad: The Motion Picture,MOVIE,1.0,94.0,VISUAL_NOVEL,SUMMER,Drama;Fantasy;Romance,School;Rehabilitation;Heterosexual;Primarily Teen Cast;School Club;Male Protagonist;Acting;Baseball;Slapstick;Kuudere,66.0,2007-09-15,JP
ARIA The OVA: ARIETTA,ARIA The OVA ~ARIETTA~,OVA,1.0,30.0,MANGA,FALL,Fantasy;Sci-Fi;Slice of Life,Female Protagonist;Foreign;Iyashikei;Work;Ships;Philosophy;Space;Primarily Female Cast;Shounen;Primarily Teen Cast,79.0,2007-09-21,JP
Tokimeki Memorial: Only Love - Tokimeki no Yuuki,,OVA,1.0,24.0,ORIGINAL,FALL,Comedy,School,61.0,2007-09-21,JP
Gekijouban Aquarion,,MOVIE,1.0,116.0,OTHER,FALL,Drama;Fantasy;Mecha,,63.0,2007-09-22,JP
Shimaizuma: Shimaizuma 3 The Animation,Fleshdance,OVA,2.0,30.0,VISUAL_NOVEL,FALL,Hentai,Anal Sex,61.0,2007-09-25,JP
Aneki... MY SWEET ELDER SISTER THE ANIMATION,Aneki... My Sweet Elder Sister: The Animation,OVA,4.0,31.0,MANGA,FALL,Hentai,Anthology;Femdom;Sweat;Fellatio;Episodic;Male Protagonist;Heterosexual;Bondage;Incest;Squirting,60.0,2007-09-28,JP
Stranger: Mukou Hadan,Sword of the Stranger,MOVIE,1.0,103.0,ORIGINAL,FALL,Action;Adventure,Swordplay;Fugitive;Historical;Samurai;Rural;Male Protagonist;Primarily Male Cast;Language Barrier;Gore;Primarily Adult Cast,79.0,2007-09-29,JP
Ooedo Forty Eight,,OVA,3.0,30.0,ORIGINAL,FALL,Hentai,Historical;Female Protagonist;Primarily Adult Cast;Bondage;Rape;Sex Toys;Drugs;Fellatio;Yuri;Cunnilingus,49.0,2007-09-29,JP
Yawaraka Atom,,ONA,4.0,4.0,OTHER,FALL,Comedy,,48.0,2007-10-01,JP
Shampoo Ouji,,TV_SHORT,12.0,4.0,OTHER,FALL,Adventure,Kids,53.0,2007-10-01,JP
D.C.II: Da Capo II,,TV,13.0,25.0,VISUAL_NOVEL,FALL,Drama;Ecchi;Romance,School;Female Harem;Heterosexual;Robots;Band,64.0,2007-10-02,JP
Inaka Isha,Franz Kafka's A Country Doctor,MOVIE,1.0,21.0,OTHER,FALL,Drama;Psychological,Philosophy;Rural;Classic Literature;Historical;Medicine;Denpa;Elderly Protagonist,64.0,2007-10-02,JP
Sketchbook: full color's,Sketchbook ~full color's~,TV,13.0,23.0,MANGA,FALL,Comedy;Slice of Life,Iyashikei;Drawing;School Club;Female Protagonist;Cute Girls Doing Cute Things;School;Surreal Comedy;Seinen;Meta;Photography,72.0,2007-10-02,JP
Bamboo Blade,,TV,26.0,24.0,MANGA,FALL,Comedy;Sports,School;Coming of Age;Martial Arts;School Club;Athletics;Primarily Female Cast;Swordplay;Otaku Culture;Seinen;Kuudere,73.0,2007-10-02,JP
Hello Kitty: Ringo no Mori to Parallel Town,,TV_SHORT,27.0,9.0,OTHER,FALL,Comedy;Fantasy,Elf;Kids;Primarily Female Cast;Female Protagonist;Isekai,51.0,2007-10-02,JP
Mokke,,TV,24.0,24.0,MANGA,FALL,Mystery;Slice of Life;Supernatural,Iyashikei;Female Protagonist;Rural;Episodic;Youkai;Urban Fantasy;Demons;Seinen,67.0,2007-10-03,JP
Suteki Tantei☆Labyrinth,Fantastic Detective Labyrinth,TV,25.0,23.0,MANGA,FALL,Mystery;Sci-Fi,Detective;Shounen;Super Power,60.0,2007-10-03,JP
Majin Tantei Nougami Neuro,Neuro: Supernatural Detective,TV,25.0,23.0,MANGA,FALL,Comedy;Mystery;Supernatural,Demons;Detective;Female Protagonist;Male Protagonist;Crime;Shounen;Body Horror;Gore;Episodic;Suicide,71.0,2007-10-03,JP
BLUE DROP: Tenshi-tachi no Gikyoku,Blue Drop,TV,13.0,26.0,MANGA,FALL,Drama;Sci-Fi,Coming of Age;Yuri;LGBTQ+ Themes;School;Amnesia;Aliens;Female Protagonist;Space;Kuudere;Primarily Female Cast,62.0,2007-10-03,JP
Myself ; Yourself,Myself; Yourself,TV,13.0,25.0,VISUAL_NOVEL,FALL,Drama;Romance,School;Twins;Amnesia;Suicide;Love Triangle;Shrine Maiden;Heterosexual,66.0,2007-10-03,JP
Gyakkyou Burai Kaiji: Ultimate Survivor,Kaiji - Ultimate Survivor,TV,26.0,23.0,MANGA,FALL,Psychological;Thriller,Gambling;Survival;Primarily Adult Cast;Class Struggle;Primarily Male Cast;Seinen;Male Protagonist;Death Game;Philosophy;Crime,82.0,2007-10-03,JP
Night Wizard The ANIMATION,,TV,13.0,25.0,VIDEO_GAME,FALL,Adventure;Fantasy,Magic;Kuudere,61.0,2007-10-03,JP
Dragonaut: The Resonance,Dragonaut -THE RESONANCE-,TV,25.0,25.0,ORIGINAL,FALL,Action;Drama;Fantasy;Mecha;Romance;Sci-Fi,Aliens;Dragons;Super Robot,61.0,2007-10-04,JP
Goshuushou-sama Ninomiya-kun,Good Luck! Ninomiya-kun,TV,12.0,24.0,LIGHT_NOVEL,FALL,Comedy;Ecchi;Fantasy,Nudity;Succubus;Amnesia;Dissociative Identities;Female Harem;Animals;Guns;Male Protagonist;Maids;Tsundere,60.0,2007-10-05,JP
Shakugan no Shana II (Second),Shakugan no Shana: Season II ,TV,24.0,24.0,LIGHT_NOVEL,FALL,Action;Comedy;Drama;Fantasy;Romance,Tsundere;School;Super Power;Urban Fantasy;Love Triangle;Heterosexual;Female Protagonist;Male Protagonist;Primarily Teen Cast;Kaiju,72.0,2007-10-05,JP
Taiho Shichauzo: Full Throttle,You're Under Arrest: Full Throttle,TV,23.0,20.0,MANGA,FALL,Action;Comedy,Police;Primarily Adult Cast;Primarily Female Cast;Female Protagonist;Crossdressing;Shounen,69.0,2007-10-05,JP
CLANNAD,Clannad,TV,23.0,24.0,VISUAL_NOVEL,FALL,Comedy;Drama;Romance;Slice of Life;Supernatural,School;Coming of Age;Ensemble Cast;Family Life;Male Protagonist;Primarily Teen Cast;School Club;Heterosexual;Urban Fantasy;Ghost,77.0,2007-10-05,JP
Kidou Senshi Gundam 00,Mobile Suit Gundam 00,TV,25.0,24.0,ORIGINAL,FALL,Action;Drama;Mecha;Sci-Fi,Ensemble Cast;Real Robot;Terrorism;Military;Politics;War;Environmental;Dissociative Identities;Space;Male Protagonist,78.0,2007-10-06,JP
Mameushi-kun,,TV_SHORT,52.0,15.0,OTHER,FALL,Comedy;Fantasy,Kids,53.0,2007-10-06,JP
Duel Masters Zero,,TV_SHORT,25.0,10.0,ORIGINAL,FALL,Action,Card Battle;Shounen,48.0,2007-10-06,JP
Shugo Chara!,Shugo Chara!,TV,51.0,24.0,MANGA,FALL,Comedy;Mahou Shoujo;Romance,Primarily Child Cast;Magic;Shoujo;Female Protagonist;Henshin;School;Chibi;Fairy;Coming of Age;Tsundere,71.0,2007-10-06,JP
Tensai? Dr. Hamax,,TV,13.0,23.0,ORIGINAL,FALL,Comedy,Environmental;Educational;Kids,61.0,2007-10-06,JP
Hatara Kids Mai Ham Gumi,,TV,50.0,20.0,ORIGINAL,FALL,Action;Comedy;Slice of Life,Kids;Animals;Work;Anthropomorphism,61.0,2007-10-07,JP
MapleStory,,TV,25.0,20.0,VIDEO_GAME,FALL,Action;Comedy;Fantasy;Romance,Kids,39.0,2007-10-07,JP
Yattokame Tanteidan,,TV,13.0,20.0,OTHER,FALL,Mystery;Slice of Life,Kids,61.0,2007-10-07,JP
Pururun! Shizuku-chan Aha☆,,TV,51.0,24.0,MANGA,FALL,Comedy,Kids,61.0,2007-10-07,JP
ef: a tale of memories.,ef ~ A Tale of Memories,TV,12.0,24.0,VISUAL_NOVEL,FALL,Drama;Mystery;Psychological;Romance,Amnesia;Twins;Heterosexual;Love Triangle;Rehabilitation;Denpa;Female Protagonist;Male Protagonist;Writing;Ghost,75.0,2007-10-07,JP
Kimikiss pure rouge,Kimikiss,TV,24.0,24.0,VISUAL_NOVEL,FALL,Drama;Romance,School;Love Triangle;Heterosexual;Female Protagonist;Male Protagonist;Kuudere;Primarily Teen Cast,68.0,2007-10-07,JP
Minami-ke,,TV,13.0,24.0,MANGA,FALL,Comedy;Slice of Life,Family Life;Cute Girls Doing Cute Things;School;Female Protagonist;Food;Kuudere;Shounen;Femboy;Crossdressing,73.0,2007-10-08,JP
Jyuushin Enbu: HERO TALES,Hero Tales,TV,26.0,24.0,MANGA,FALL,Action;Fantasy,Shounen;Historical;Ensemble Cast;Male Protagonist;Swordplay,62.0,2007-10-08,JP
Prism Ark,,TV,12.0,24.0,VISUAL_NOVEL,FALL,Action;Comedy;Drama;Ecchi;Fantasy,Magic;Swordplay;Nudity;School;Male Protagonist;Primarily Female Cast;Maids,58.0,2007-10-08,JP
Usavich II,Usavich II,TV_SHORT,13.0,1.0,ORIGINAL,FALL,Adventure;Comedy,Animals;Fugitive;No Dialogue,60.0,2007-10-08,JP
Rental Magica,Rental Magica,TV,24.0,24.0,LIGHT_NOVEL,FALL,Action;Fantasy;Mystery;Supernatural,Magic;Religion;Work;Achronological Order;Female Harem;Male Protagonist,66.0,2007-10-08,JP
Genshiken 2,,TV,12.0,24.0,MANGA,FALL,Comedy;Slice of Life,Otaku Culture;School Club;Parody;Ensemble Cast;Cosplay;Meta;Primarily Adult Cast;Seinen;Heterosexual;Male Protagonist,76.0,2007-10-10,JP
Kodomo no Jikan,,TV,12.0,24.0,MANGA,FALL,Comedy;Drama;Ecchi,School;Primarily Child Cast;Yandere;Love Triangle;Heterosexual;Psychosexual;Seinen;Teacher;Tsundere;Incest,61.0,2007-10-12,JP
Moyashimon,,TV,11.0,23.0,MANGA,FALL,Comedy;Supernatural,Educational;School;College;Primarily Adult Cast;Agriculture;Crossdressing;LGBTQ+ Themes;Seinen,72.0,2007-10-12,JP
Shion no Ou: The Flowers of Hard Blood,,TV,22.0,23.0,MANGA,FALL,Drama;Mystery;Thriller,Shogi;Coming of Age;Adoption;Board Game;Crossdressing;Female Protagonist;Seinen;Disability;Kuudere,71.0,2007-10-14,JP
Koharu Biyori,Indian Summer,OVA,3.0,30.0,MANGA,FALL,Comedy;Ecchi;Sci-Fi,Robots;Male Protagonist;Maids;Parody;Nudity;Cosplay;Shounen,61.0,2007-10-14,JP
Shinreigari: Ghost Hound,Ghost Hound,TV,22.0,25.0,MANGA,FALL,Horror;Mystery;Psychological;Sci-Fi;Supernatural,Denpa;Ghost;Rural;Dissociative Identities;Cosmic Horror;Rehabilitation;Male Protagonist;Cult;Kuudere;Conspiracy,70.0,2007-10-18,JP
Ichigo Ichie: Koibana Tomobana,,TV_SHORT,13.0,5.0,OTHER,FALL,Comedy,,44.0,2007-10-20,JP
Kodomo no Keijijougaku,A Child's Metaphysics,ONA,1.0,5.0,ORIGINAL,FALL,Fantasy,Philosophy,51.0,2007-10-20,JP
Appleseed Saga Ex Machina,Appleseed: Ex Machina,MOVIE,1.0,104.0,MANGA,FALL,Action;Mecha;Sci-Fi,Military;Police;Cyberpunk;Urban;Robots;Tomboy;Politics;Terrorism;Full CGI;Seinen,67.0,2007-10-20,JP
Nasu: Suitcase no Wataridori,Nasu: A Migratory Bird with Suitcase,OVA,1.0,54.0,MANGA,FALL,Drama;Sports,Cycling;Seinen;Suicide;Outdoor Activities;Primarily Male Cast;Primarily Adult Cast;Male Protagonist,66.0,2007-10-24,JP
Shakkin Shimai,Paid & Laid,OVA,2.0,33.0,VISUAL_NOVEL,FALL,Hentai,School;Human Pet;Rape;Defloration;Teacher;Male Protagonist;Public Sex;Irrumatio;Fellatio;Masturbation,50.0,2007-10-25,JP
Tokubetsu Byoutou,Special Hospital Ward,OVA,2.0,30.0,VISUAL_NOVEL,FALL,Hentai,Futanari;Drugs;Yuri;Rape;Hypersexuality;Female Harem;Large Breasts;Female Protagonist;Primarily Female Cast;Primarily Adult Cast,54.0,2007-10-25,JP
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,,OVA,1.0,12.0,ORIGINAL,FALL,Action;Adventure;Comedy;Mecha;Sci-Fi,Super Robot;Male Protagonist;Kemonomimi,64.0,2007-10-25,JP
Oshiete Re: Maid,Maid to Please,OVA,2.0,29.0,VISUAL_NOVEL,FALL,Hentai,Female Harem;Maids;Primarily Female Cast;Defloration;Nakadashi;Fellatio;Facial;LGBTQ+ Themes,57.0,2007-10-25,JP
Soukou Kihei Votoms: Pailsen Files,Armored Trooper Votoms: Pailsen Files,OVA,12.0,25.0,ORIGINAL,FALL,Mecha;Sci-Fi,Military;War;CGI;Real Robot,68.0,2007-10-26,JP
Kyou kara Maou! R,Kyo Kara Maoh R,OVA,5.0,25.0,LIGHT_NOVEL,FALL,Adventure;Comedy;Fantasy,Boys' Love;Primarily Male Cast;Male Protagonist;Male Harem;Shoujo;Isekai,69.0,2007-10-26,JP
Yama Hime no Mi,,OVA,3.0,24.0,MANGA,FALL,Hentai,Netorare;MILF,54.0,2007-10-26,JP
Warau Kangofu THE ANIMATION,Laughing Nurse,OVA,2.0,30.0,MANGA,FALL,Hentai,Femdom;Netorare;Heterosexual;Virginity;Female Harem;Female Protagonist;Male Protagonist;Incest;Yuri;Rape,58.0,2007-10-26,JP
AFRO SAMURAI Movie,Afro Samurai the Movie,MOVIE,1.0,116.0,OTHER,FALL,Action,Revenge;Samurai;Swordplay;Gore;Male Protagonist;Anti-Hero;Nudity;Shounen,72.0,2007-10-27,JP
Ryuusei no Rockman Tribe,Mega Man Star Force Tribe,TV_SHORT,21.0,10.0,OTHER,FALL,Adventure,Henshin;Augmented Reality;Denpa;Kids;Lost Civilization;Male Protagonist;Mythology;Ninja,65.0,2007-11-03,JP
Mori no Senshi Bonolon,,TV_SHORT,26.0,5.0,OTHER,FALL,Adventure;Fantasy,Kids,53.0,2007-11-05,JP
Elec-king The Animation,,TV_SHORT,13.0,8.0,MANGA,FALL,Comedy,,53.0,2007-11-10,JP
Yes! Precure 5: Kagami no Kuni no Miracle Daibouken!,,MOVIE,1.0,70.0,ORIGINAL,FALL,Action;Fantasy;Mahou Shoujo,Magic;Primarily Female Cast;Female Protagonist;Super Power;Swordplay;Clone;Fairy;Isekai;Superhero;Henshin,70.0,2007-11-10,JP
Wellber no Monogatari: Sisters of Wellber - Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,OVA,1.0,82.0,ORIGINAL,FALL,Action;Adventure;Comedy;Fantasy,Steampunk;Swordplay,46.0,2007-11-11,JP
Hoshi Shinichi's Short Shorts,Hoshi Shinichi's Short Shorts,TV_SHORT,26.0,10.0,OTHER,FALL,Comedy;Sci-Fi,,53.0,2007-11-11,JP
pico: Boku no Chiisana Natsu Monogatari,,OVA,1.0,31.0,ORIGINAL,FALL,Ecchi;Romance,Boys' Love;Crossdressing;Femboy;LGBTQ+ Themes;Male Protagonist,38.0,2007-11-11,JP
Tsubasa: TOKYO REVELATIONS,Tsubasa: Tokyo Revelations,OVA,3.0,30.0,MANGA,FALL,Adventure;Drama;Fantasy;Romance,Clone;Dissociative Identities;Vampire;Dystopian;Post-Apocalyptic;Curses;Crossover;Body Horror;Shounen;Twins,79.0,2007-11-16,JP
Pyuu to Fuku! Jaguar,Blow the Flute Jaguar!,OVA,3.0,30.0,MANGA,FALL,Comedy;Music,Shounen,49.0,2007-11-19,JP
Candy☆Boy: Side Story For Archive,,ONA,1.0,10.0,ORIGINAL,FALL,Romance,Twins;School;Yuri;Incest;Primarily Female Cast;Female Protagonist;Primarily Teen Cast,63.0,2007-11-22,JP
Mahou Shoujo Tai Arusu THE ADVENTURE,Tweeny Witches: Alice Adventures,OVA,6.0,24.0,ORIGINAL,FALL,Adventure;Comedy;Fantasy,Magic;Witch;Kuudere;Urban Fantasy,62.0,2007-11-22,JP
Ukkari Pénélope OVA,,OVA,2.0,5.0,OTHER,FALL,Fantasy,,49.0,2007-11-23,JP
Soukou Kijo Iris,,OVA,4.0,27.0,VISUAL_NOVEL,FALL,Hentai,Bondage;Large Breasts;Elf;Aliens,58.0,2007-11-24,JP
Strait Jacket,Strait Jacket,OVA,3.0,26.0,LIGHT_NOVEL,FALL,Action;Fantasy;Sci-Fi,Gore;Military;Male Protagonist;Anti-Hero;Magic;Kuudere,64.0,2007-11-26,JP
Saa Ikou! Tamagotchi,Let's Go! TAMAGOTCHI ,TV_SHORT,12.0,2.0,VIDEO_GAME,FALL,,Kids,49.0,2007-11-29,JP
Kara no Kyoukai: Fukan Fuukei,the Garden of sinners Chapter 1: Thanatos. (Overlooking View),MOVIE,1.0,50.0,OTHER,FALL,Action;Mystery;Supernatural;Thriller,Suicide;Ghost;Urban Fantasy;Female Protagonist;Dissociative Identities;Super Power;Urban;Philosophy;Gore;Achronological Order,73.0,2007-12-01,JP
Ayakashi,,TV,12.0,24.0,VISUAL_NOVEL,FALL,Action;Fantasy;Horror;Sci-Fi,Youkai;Gore;School;Nudity;Heterosexual;Love Triangle;Nekomimi;Kaiju,57.0,2007-12-02,JP
Tokyo Marble Chocolate,Tokyo Marble Chocolate,OVA,2.0,26.0,ORIGINAL,WINTER,Fantasy;Romance;Slice of Life,Animals;Primarily Adult Cast;Heterosexual;Snowscape;Male Protagonist;Female Protagonist;Urban;Urban Fantasy;Coming of Age,67.0,2007-12-05,JP
Yakata Jukujo,Milf Mansion,OVA,2.0,30.0,VISUAL_NOVEL,WINTER,Hentai,MILF;Large Breasts;Cunnilingus;Maids;Masturbation;Voyeur;Fellatio;Male Protagonist;Defloration;Yuri,55.0,2007-12-07,JP
Chainsaw Maid,Chainsaw Maid,ONA,1.0,6.0,ORIGINAL,FALL,Comedy;Horror;Supernatural;Thriller,Stop Motion;Maids;Zombie;Urban Fantasy;Gore;Survival;Female Protagonist,48.0,2007-12-08,JP
Kaede New Town,Kaede New Town,MOVIE,1.0,28.0,ORIGINAL,FALL,Comedy;Romance;Slice of Life,Kids;School,40.0,2007-12-08,JP
CCW: Crazy Clay Wrestling,,ONA,1.0,6.0,ORIGINAL,FALL,Sports,Wrestling;Stop Motion,35.0,2007-12-08,JP
Jokutsuma,Humiliated Wives,OVA,2.0,29.0,VISUAL_NOVEL,WINTER,Hentai,Netori;Large Breasts;MILF;Incest;Yuri;Nakadashi;Fellatio;Irrumatio;LGBTQ+ Themes;Facial,46.0,2007-12-10,JP
Eiga de Toujou! Tamagotchi Doki Doki! Uchuu no Maigotchi!?,Tamagotchi: The Movie,MOVIE,1.0,90.0,OTHER,FALL,Adventure;Comedy;Slice of Life,Kids;Primarily Child Cast;Isekai;Female Protagonist;Coming of Age;Space;Male Protagonist;Astronomy;Family Life,53.0,2007-12-15,JP
Kimi ga Nozomu Eien OVA,Rumbling Hearts OVA,OVA,4.0,29.0,VISUAL_NOVEL,WINTER,Drama;Romance,Rehabilitation;Heterosexual;Female Protagonist;Primarily Adult Cast,64.0,2007-12-21,JP
Grope: Yami no naka no Kotoritachi,,OVA,2.0,29.0,VISUAL_NOVEL,WINTER,Hentai,Large Breasts;Nakadashi;Rape;Netorare,50.0,2007-12-21,JP
Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,,MOVIE,1.0,48.0,OTHER,FALL,Comedy;Fantasy,Kids;Snowscape,73.0,2007-12-21,JP
Ikoku Irokoi Romantan,,OVA,2.0,27.0,MANGA,FALL,Romance,Boys' Love;LGBTQ+ Themes;Netorare;Foreign;Ships;Male Protagonist,61.0,2007-12-21,JP
Cinnamon the Movie,Cinnamoroll: The Movie,MOVIE,1.0,45.0,ORIGINAL,FALL,Adventure;Fantasy,Kids;Male Protagonist;Primarily Animal Cast;Animals;Food;Magic;Chibi;Ensemble Cast,62.0,2007-12-22,JP
Ikusa Otome Suvia,,OVA,4.0,30.0,VISUAL_NOVEL,WINTER,Fantasy;Hentai,Defloration;Rape;Futanari;Public Sex;Masturbation;Tsundere;Anal Sex;LGBTQ+ Themes,56.0,2007-12-22,JP
BLEACH: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Bleach the Movie: The DiamondDust Rebellion,MOVIE,1.0,92.0,ORIGINAL,FALL,Action;Adventure;Drama;Supernatural,Shounen;Male Protagonist;Super Power;Swordplay;Kuudere;School;Urban Fantasy;Ninja;Fugitive;Monster Boy,69.0,2007-12-22,JP
Nezumi Monogatari: George to Gerald no Bouken,,MOVIE,1.0,52.0,OTHER,FALL,Adventure,Animals;Kids;Anthropomorphism,57.0,2007-12-22,JP
Resort BOIN,,OVA,3.0,30.0,VISUAL_NOVEL,WINTER,Hentai,Threesome;Bondage;Female Harem;Fellatio;Tanned Skin;Boobjob;Male Protagonist;Primarily Female Cast;LGBTQ+ Themes;Large Breasts,68.0,2007-12-25,JP
Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,,OVA,4.0,26.0,MANGA,WINTER,Comedy;Ecchi;Fantasy,Magic;Mermaid;Gender Bending;Female Protagonist;Primarily Child Cast;Nudity;Isekai;Henshin;Aliens;Robots,56.0,2007-12-26,JP
Kara no Kyoukai: Satsujin Kousatsu (Zen),the Garden of sinners Chapter 2: …and nothing heart. (Murder Speculation Part A),MOVIE,1.0,61.0,OTHER,WINTER,Action;Mystery;Romance;Supernatural;Thriller,Dissociative Identities;Kuudere;Female Protagonist;Police;Achronological Order;Anti-Hero;Urban Fantasy;Super Power;Gore;Crime,75.0,2007-12-29,JP
Wellber no Monogatari: Sisters of Wellber Zwei,Sisters of Wellber Zwei,TV,13.0,20.0,ORIGINAL,WINTER,Action;Adventure;Drama;Fantasy;Romance,Historical;Love Triangle;Revenge;Steampunk;Tanks;CGI;Guns;War;Swordplay;Ships,67.0,2008-01-02,JP
Rosario to Vampire,Rosario + Vampire,TV,13.0,25.0,MANGA,WINTER,Comedy;Ecchi;Fantasy;Romance,School;Monster Girl;Male Protagonist;Female Harem;Vampire;Witch;Love Triangle;Henshin;School Club;Heterosexual,62.0,2008-01-03,JP
H2O: FOOTPRINTS IN THE SAND,H2O: Footprints in the Sand,TV,12.0,24.0,VISUAL_NOVEL,WINTER,Romance,School;Primarily Female Cast;Male Protagonist;Rural;Love Triangle;Disability;Tsundere;Bullying;Revenge;Magic,63.0,2008-01-04,JP
Tatakae! Dokan-kun: Gekitou-kun,,TV_SHORT,13.0,4.0,ORIGINAL,WINTER,Comedy,,53.0,2008-01-05,JP
Zenryoku Usagi,,TV_SHORT,52.0,12.0,MANGA,WINTER,Comedy,Animals;Primarily Animal Cast;Anthropomorphism;Work;Kids,49.0,2008-01-05,JP
Hatenkou Yuugi,Hatenkou Yugi,TV,10.0,24.0,MANGA,WINTER,Adventure;Comedy;Drama;Fantasy;Romance,Magic;Episodic;Josei;Guns;Swordplay;Love Triangle;Crossdressing,65.0,2008-01-05,JP
Major S4,,TV,26.0,24.0,MANGA,WINTER,Comedy;Drama;Sports,Baseball;Shounen;Foreign;Primarily Male Cast;Male Protagonist;Language Barrier,80.0,2008-01-05,JP
PERSONA -trinity soul-,Persona -trinity soul-,TV,26.0,23.0,ORIGINAL,WINTER,Action;Drama;Mystery;Sci-Fi;Supernatural,Urban Fantasy;Super Power;Police;School;Kuudere,59.0,2008-01-05,JP
Porphy no Nagai Tabi,The Orphans of Simitra,TV,52.0,24.0,OTHER,WINTER,Drama;Slice of Life,Kids;Historical;Foreign;Cars;Rural;Coming of Age,62.0,2008-01-06,JP
Zoku Sayonara Zetsubou Sensei,"Zoku Sayonara, Zetsubou-Sensei",TV,13.0,25.0,MANGA,WINTER,Comedy,Satire;Surreal Comedy;Parody;Teacher;School;Meta;Primarily Female Cast;Male Protagonist;Suicide;Yandere,77.0,2008-01-06,JP
Kimi ga Aruji de Shitsuji ga Ore de,,TV,13.0,25.0,VISUAL_NOVEL,WINTER,Comedy;Ecchi;Romance,Nudity;Female Harem;Parody;Butler;Maids;Ojou-sama;Primarily Female Cast;Kuudere;Male Protagonist;Yandere,66.0,2008-01-06,JP
true tears,True Tears,TV,13.0,24.0,ORIGINAL,WINTER,Drama;Romance,Love Triangle;School;Heterosexual;Drawing;Basketball;Suicide;Dancing,68.0,2008-01-06,JP
Shigofumi,Shigofumi,TV,12.0,24.0,ORIGINAL,WINTER,Drama;Fantasy;Psychological;Supernatural;Thriller,Dissociative Identities;Female Protagonist;Suicide;Urban Fantasy;Denpa;Tomboy;Amnesia;Work;Tennis;Conspiracy,71.0,2008-01-06,JP
Minami-ke: Okawari,,TV,13.0,24.0,MANGA,WINTER,Comedy;Slice of Life,Family Life;Cute Girls Doing Cute Things;Food;Crossdressing;Shounen;Kuudere;Female Protagonist;Gender Bending,70.0,2008-01-07,JP
GUNSLINGER GIRL -IL TEATRINO-,Gunslinger Girl -Il Teatrino-,TV,13.0,25.0,MANGA,WINTER,Action;Drama;Sci-Fi,Guns;Assassins;Primarily Female Cast;Female Protagonist;Foreign;Mafia;Tanned Skin;Urban;Memory Manipulation;Cyborg,72.0,2008-01-07,JP
Ookami to Koushinryou,Spice and Wolf,TV,13.0,24.0,LIGHT_NOVEL,WINTER,Adventure;Fantasy;Romance;Slice of Life,Economics;Male Protagonist;Primarily Adult Cast;Work;Historical;Female Protagonist;Religion;Kemonomimi;Medieval;Travel,80.0,2008-01-08,JP
ARIA The ORIGINATION,ARIA The ORIGINATION,TV,13.0,24.0,MANGA,WINTER,Fantasy;Sci-Fi;Slice of Life,Coming of Age;Iyashikei;Ships;Philosophy;Work;Primarily Teen Cast;Ensemble Cast;Episodic;Foreign;Primarily Female Cast,86.0,2008-01-08,JP
Noramimi,,TV,12.0,20.0,MANGA,WINTER,Comedy,,61.0,2008-01-09,JP
Hakaba Kitarou,Graveyard Kitaro,TV,11.0,25.0,MANGA,WINTER,Horror;Supernatural,Youkai;Suicide;Orphan;Anti-Hero;Male Protagonist;Vampire;Kemonomimi;Homeless,67.0,2008-01-11,JP
Moegaku★5,,TV_SHORT,8.0,13.0,OTHER,WINTER,Comedy;Mahou Shoujo,Magic;Cute Girls Doing Cute Things;Female Protagonist;Otaku Culture;Educational;Card Battle;Henshin;Urban;Parody,46.0,2008-01-14,JP
Yatterman,,TV,60.0,25.0,ORIGINAL,WINTER,Adventure;Comedy,Parody;Superhero;Robots;Urban;Slapstick;Female Protagonist;Male Protagonist;Episodic;Kids;Foreign,57.0,2008-01-14,JP
Melody,,ONA,1.0,8.0,OTHER,WINTER,Drama,,53.0,2008-01-16,JP
